Link,Info
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1MzM0OTk=,Ralph Saab Co-Founder SAAB RDS Inc.
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1MTQwMDI=,Anindya Mukherjee Co-founder & Director of Operations CapitalNumbers Infotech Limited
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1MTA4NTI=,Junaid Butt Co-Founder & COO Tiksom Limited
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM1MTA3MDM=,Ahmed Mukhtar Founder Nahr Development
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM0OTE2NjU=,Ahmed Elhefny Co-Founder & CEO Amzolute
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM0ODM4MDE=,Meshal bin Sunytan Almutairi founder Carbon Footprint
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM0NjU2Nzg=,Sabreen Morsey CEO and Founder Farinas Marketing Services
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM0NjAzMDg=,Hamzeh AlBitar Co-founder Feker - Employer Branding
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM0NjAxMDY=,Naima Driouich Founder & CEO Social Convert
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM0NTk5MTE=,Alpesh Patel Founder BIZI LABS
